county_id	pathogen	model_id	context	horizon_weeks	ed_source_id	mape_realtime	mape_revised	rfi_score	data_revision_frequency	mean_backfill_magnitude	rmse_realtime	rmse_revised	rmse_delta	ed_revision_frequency	ed_mean_abs_delta	ww_revision_frequency	ww_mean_abs_delta	panel_common_start	panel_common_end	window_weeks
48113	COVID-19	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.635519874342157	0.635519874342157	0.0	0.0	0.0	0.002109181833507	0.002109181833507	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	COVID-19	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.542566098759784	0.542566098759784	0.0	0.0	0.0	0.0019496082090578	0.0019496082090578	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	Influenza	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.5146621476838549	1.5146621476838549	0.0	0.0	0.0	0.0130661588191977	0.0130661588191977	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	Influenza	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.2791817773426095	1.2791817773426095	0.0	0.0	0.0	0.0119438333595557	0.0119438333595557	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	RSV	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	2.083036411929557	2.083036411929557	0.0	0.0	0.0	0.0009766427559299	0.0009766427559299	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	RSV	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.841672835537057	1.841672835537057	0.0	0.0	0.0	0.0009129406143053	0.0009129406143053	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	COVID-19	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.6482974120622629	0.6482974120622629	0.0	0.0	0.0	0.0026041351587363	0.0026041351587363	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	COVID-19	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.539876601855295	0.539876601855295	0.0	0.0	0.0	0.0024800076960597	0.0024800076960597	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	Influenza	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.580611402686739	0.580611402686739	0.0	0.0	0.0	0.0130659796813066	0.0130659796813066	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	Influenza	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.612078660357416	0.612078660357416	0.0	0.0	0.0	0.0129280520984065	0.0129280520984065	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	RSV	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.1519234923400032	1.1519234923400032	0.0	0.0	0.0	0.0015253833933424	0.0015253833933424	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	RSV	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.3283241274606292	1.3283241274606292	0.0	0.0	0.0	0.0021651850518606	0.0021651850518606	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	COVID-19	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.9410501059148928	0.9410501059148928	0.0	0.0	0.0	0.0021503087787363	0.0021503087787363	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	COVID-19	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.4475458197374873	1.4475458197374873	0.0	0.0	0.0	0.0026276569853336	0.0026276569853336	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	Influenza	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.253027223323247	1.253027223323247	0.0	0.0	0.0	0.0089313537458756	0.0089313537458756	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	Influenza	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	2.262159806106493	2.262159806106493	0.0	0.0	0.0	0.0308431417543159	0.0308431417543159	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	RSV	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.8851104470419728	0.8851104470419728	0.0	0.0	0.0	0.0007086329039119	0.0007086329039119	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48453	RSV	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.0498488622131346	1.0498488622131346	0.0	0.0	0.0	0.0015728596098283	0.0015728596098283	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	COVID-19	ridge_ar	early_warning	1	WA_RESP_ED_HOSP_CSV	0.5993984000678044	0.5993984000678044	0.0	0.0	0.0	0.00271605469515	0.00271605469515	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	COVID-19	ridge_fusion	early_warning	1	WA_RESP_ED_HOSP_CSV	0.5995884670119815	0.5995884670119815	0.0	0.0	0.0	0.0027446297003499	0.0027446297003499	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	Influenza	ridge_ar	early_warning	1	WA_RESP_ED_HOSP_CSV	3.72634025909506	3.72634025909506	0.0	0.0	0.0	0.0063420860277943	0.0063420860277943	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	Influenza	ridge_fusion	early_warning	1	WA_RESP_ED_HOSP_CSV	3.066430306922688	3.066430306922688	0.0	0.0	0.0	0.0054893746664328	0.0054893746664328	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	RSV	ridge_ar	early_warning	1	WA_RESP_ED_HOSP_CSV	29.40918508863493	29.40918508863493	0.0	0.0	0.0	0.0016053922016082	0.0016053922016082	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53061	RSV	ridge_fusion	early_warning	1	WA_RESP_ED_HOSP_CSV	50.1983653530024	50.1983653530024	0.0	0.0	0.0	0.0021251853909839	0.0021251853909839	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53063	COVID-19	ridge_ar	early_warning	1	WA_RESP_ED_HOSP_CSV	0.5103511268861216	0.5103511268861216	0.0	0.0	0.0	0.0026179414212467	0.0026179414212467	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53063	COVID-19	ridge_fusion	early_warning	1	WA_RESP_ED_HOSP_CSV	0.406699620922347	0.406699620922347	0.0	0.0	0.0	0.0022968536451507	0.0022968536451507	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53063	Influenza	ridge_ar	early_warning	1	WA_RESP_ED_HOSP_CSV	28.01226786376155	28.01226786376155	0.0	0.0	0.0	0.0062118432989037	0.0062118432989037	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
53063	Influenza	ridge_fusion	early_warning	1	WA_RESP_ED_HOSP_CSV	14.945947122116902	14.945947122116902	0.0	0.0	0.0	0.0080801583380732	0.0080801583380732	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	COVID-19	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4943943895711226	0.4943943895711226	0.0	0.0	0.0	0.0019975011796934	0.0019975011796934	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	COVID-19	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.9716319888643136	0.9716319888643136	0.0	0.0	0.0	0.0028394068167294	0.0028394068167294	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	Influenza	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.1263517050233576	1.1263517050233576	0.0	0.0	0.0	0.0050951630832509	0.0050951630832509	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	Influenza	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	2.0090688212624985	2.0090688212624985	0.0	0.0	0.0	0.0059445412880912	0.0059445412880912	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	RSV	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.97438039984183	30.97438039984183	0.0	0.0	0.0	0.0008197964054737	0.0008197964054737	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6001	RSV	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	20.038912347665395	20.038912347665395	0.0	0.0	0.0	0.00064727029675	0.00064727029675	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	COVID-19	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4943943895711226	0.4943943895711226	0.0	0.0	0.0	0.0019975011796934	0.0019975011796934	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	COVID-19	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.9431290607481582	0.9431290607481582	0.0	0.0	0.0	0.0027613473021392	0.0027613473021392	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	Influenza	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.1263517050233576	1.1263517050233576	0.0	0.0	0.0	0.0050951630832509	0.0050951630832509	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	Influenza	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.2110013257087318	1.2110013257087318	0.0	0.0	0.0	0.0062227907580323	0.0062227907580323	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	RSV	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.97438039984183	30.97438039984183	0.0	0.0	0.0	0.0008197964054737	0.0008197964054737	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6037	RSV	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	18.803509942505524	18.803509942505524	0.0	0.0	0.0	0.0008139550550307	0.0008139550550307	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	COVID-19	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4943943895711226	0.4943943895711226	0.0	0.0	0.0	0.0019975011796934	0.0019975011796934	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	COVID-19	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4627821043981197	0.4627821043981197	0.0	0.0	0.0	0.0020470893011817	0.0020470893011817	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	Influenza	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.1263517050233576	1.1263517050233576	0.0	0.0	0.0	0.0050951630832509	0.0050951630832509	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	Influenza	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.650921956650662	1.650921956650662	0.0	0.0	0.0	0.0063479485673063	0.0063479485673063	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	RSV	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.97438039984183	30.97438039984183	0.0	0.0	0.0	0.0008197964054737	0.0008197964054737	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6059	RSV	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.02827183726775	30.02827183726775	0.0	0.0	0.0	0.0007528484515475	0.0007528484515475	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	COVID-19	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4943943895711226	0.4943943895711226	0.0	0.0	0.0	0.0019975011796934	0.0019975011796934	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	COVID-19	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.0156256310733478	1.0156256310733478	0.0	0.0	0.0	0.0029413951185152	0.0029413951185152	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	Influenza	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.1263517050233576	1.1263517050233576	0.0	0.0	0.0	0.0050951630832509	0.0050951630832509	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	Influenza	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.6486690745176469	1.6486690745176469	0.0	0.0	0.0	0.0068558253551727	0.0068558253551727	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	RSV	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.97438039984183	30.97438039984183	0.0	0.0	0.0	0.0008197964054737	0.0008197964054737	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6073	RSV	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.06079507221335	30.06079507221335	0.0	0.0	0.0	0.0008046865633384	0.0008046865633384	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	COVID-19	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	0.4943943895711226	0.4943943895711226	0.0	0.0	0.0	0.0019975011796934	0.0019975011796934	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	COVID-19	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.7589415574367615	1.7589415574367615	0.0	0.0	0.0	0.0042224790533517	0.0042224790533517	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	Influenza	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	1.1263517050233576	1.1263517050233576	0.0	0.0	0.0	0.0050951630832509	0.0050951630832509	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	Influenza	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	2.02323613275388	2.02323613275388	0.0	0.0	0.0	0.0057512922321353	0.0057512922321353	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	RSV	ridge_ar	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	30.97438039984183	30.97438039984183	0.0	0.0	0.0	0.0008197964054737	0.0008197964054737	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
6085	RSV	ridge_fusion	early_warning	1	CA_CDPH_RV_DASHBOARD_CSV	26.93743242920096	26.93743242920096	0.0	0.0	0.0	0.0006970182465817	0.0006970182465817	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
